episode_id	env_time	agent_id	action
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	1	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	1	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	2	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	2	agent_3	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	2	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	2	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	3	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	3	agent_3	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	3	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	3	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	3	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	4	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	4	agent_3	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	4	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	4	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	4	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	5	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	5	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	5	agent_3	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	5	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	5	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	5	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_4	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	6	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_0	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_5	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_7	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	7	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_3	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_7	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	8	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_6	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_7	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	9	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_1	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_4	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_7	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	10	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_0	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_2	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_7	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	11	agent_8	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_3	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_5	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_7	3
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	12	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_6	1
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_7	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_8	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	13	agent_9	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_0	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_1	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_2	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_3	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_4	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_5	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_6	2
0f501bec-ec75-4d2a-b7c2-5fdd6e7aad27	14	agent_7	2
