episode_id	env_time	agent_id	position
olten_partially_closed	1	0	(None, 0)
olten_partially_closed	1	1	(None, 2)
olten_partially_closed	1	2	(None, 2)
olten_partially_closed	1	3	(None, 0)
olten_partially_closed	1	4	(None, 0)
olten_partially_closed	1	5	(None, 2)
olten_partially_closed	1	6	(None, 2)
olten_partially_closed	1	7	(None, 2)
olten_partially_closed	1	8	(None, 2)
olten_partially_closed	1	9	(None, 0)
olten_partially_closed	1	10	(None, 3)
olten_partially_closed	1	11	(None, 2)
olten_partially_closed	1	12	(None, 0)
olten_partially_closed	1	13	(None, 0)
olten_partially_closed	1	14	(None, 3)
olten_partially_closed	1	15	(None, 0)
olten_partially_closed	1	16	(None, 1)
olten_partially_closed	1	17	(None, 3)
olten_partially_closed	1	18	(None, 2)
olten_partially_closed	1	19	(None, 0)
olten_partially_closed	1	20	(None, 2)
olten_partially_closed	1	21	(None, 0)
olten_partially_closed	1	22	(None, 0)
olten_partially_closed	1	23	(None, 0)
olten_partially_closed	1	24	(None, 2)
olten_partially_closed	1	25	(None, 0)
olten_partially_closed	1	26	(None, 3)
olten_partially_closed	1	27	(None, 3)
olten_partially_closed	1	28	(None, 0)
olten_partially_closed	1	29	(None, 2)
olten_partially_closed	1	30	(None, 0)
olten_partially_closed	1	31	(None, 3)
olten_partially_closed	1	32	(None, 0)
olten_partially_closed	1	33	(None, 2)
olten_partially_closed	1	34	(None, 0)
olten_partially_closed	1	35	(None, 1)
olten_partially_closed	1	36	(None, 0)
olten_partially_closed	1	37	(None, 3)
olten_partially_closed	1	38	(None, 3)
olten_partially_closed	1	39	(None, 2)
olten_partially_closed	1	40	(None, 1)
olten_partially_closed	1	41	(None, 0)
olten_partially_closed	1	42	(None, 0)
olten_partially_closed	1	43	(None, 3)
olten_partially_closed	1	44	(None, 3)
olten_partially_closed	1	45	(None, 3)
olten_partially_closed	1	46	(None, 3)
olten_partially_closed	1	47	(None, 3)
olten_partially_closed	1	48	(None, 2)
olten_partially_closed	1	49	(None, 2)
olten_partially_closed	1	50	(None, 2)
olten_partially_closed	1	51	(None, 2)
olten_partially_closed	2	0	((37, 10), 0)
olten_partially_closed	2	1	(None, 2)
olten_partially_closed	2	2	(None, 2)
olten_partially_closed	2	3	(None, 0)
olten_partially_closed	2	4	(None, 0)
olten_partially_closed	2	5	(None, 2)
olten_partially_closed	2	6	(None, 2)
olten_partially_closed	2	7	(None, 2)
olten_partially_closed	2	8	(None, 2)
olten_partially_closed	2	9	(None, 0)
olten_partially_closed	2	10	(None, 3)
olten_partially_closed	2	11	(None, 2)
olten_partially_closed	2	12	(None, 0)
olten_partially_closed	2	13	(None, 0)
olten_partially_closed	2	14	(None, 3)
olten_partially_closed	2	15	(None, 0)
olten_partially_closed	2	16	(None, 1)
olten_partially_closed	2	17	(None, 3)
olten_partially_closed	2	18	(None, 2)
olten_partially_closed	2	19	(None, 0)
olten_partially_closed	2	20	(None, 2)
olten_partially_closed	2	21	(None, 0)
olten_partially_closed	2	22	(None, 0)
olten_partially_closed	2	23	(None, 0)
olten_partially_closed	2	24	(None, 2)
olten_partially_closed	2	25	(None, 0)
olten_partially_closed	2	26	(None, 3)
olten_partially_closed	2	27	(None, 3)
olten_partially_closed	2	28	(None, 0)
olten_partially_closed	2	29	(None, 2)
olten_partially_closed	2	30	(None, 0)
olten_partially_closed	2	31	(None, 3)
olten_partially_closed	2	32	(None, 0)
olten_partially_closed	2	33	(None, 2)
olten_partially_closed	2	34	(None, 0)
olten_partially_closed	2	35	(None, 1)
olten_partially_closed	2	36	(None, 0)
olten_partially_closed	2	37	(None, 3)
olten_partially_closed	2	38	(None, 3)
olten_partially_closed	2	39	(None, 2)
olten_partially_closed	2	40	(None, 1)
olten_partially_closed	2	41	(None, 0)
olten_partially_closed	2	42	(None, 0)
olten_partially_closed	2	43	(None, 3)
olten_partially_closed	2	44	(None, 3)
olten_partially_closed	2	45	((19, 34), 3)
olten_partially_closed	2	46	(None, 3)
olten_partially_closed	2	47	(None, 3)
olten_partially_closed	2	48	((0, 24), 2)
olten_partially_closed	2	49	(None, 2)
olten_partially_closed	2	50	(None, 2)
olten_partially_closed	2	51	(None, 2)
olten_partially_closed	3	0	((37, 10), 0)
olten_partially_closed	3	1	(None, 2)
olten_partially_closed	3	2	(None, 2)
olten_partially_closed	3	3	(None, 0)
olten_partially_closed	3	4	(None, 0)
olten_partially_closed	3	5	(None, 2)
olten_partially_closed	3	6	(None, 2)
olten_partially_closed	3	7	(None, 2)
olten_partially_closed	3	8	(None, 2)
olten_partially_closed	3	9	(None, 0)
olten_partially_closed	3	10	(None, 3)
olten_partially_closed	3	11	(None, 2)
olten_partially_closed	3	12	(None, 0)
olten_partially_closed	3	13	(None, 0)
olten_partially_closed	3	14	(None, 3)
olten_partially_closed	3	15	(None, 0)
olten_partially_closed	3	16	(None, 1)
olten_partially_closed	3	17	(None, 3)
olten_partially_closed	3	18	(None, 2)
olten_partially_closed	3	19	(None, 0)
olten_partially_closed	3	20	(None, 2)
olten_partially_closed	3	21	(None, 0)
olten_partially_closed	3	22	(None, 0)
olten_partially_closed	3	23	(None, 0)
olten_partially_closed	3	24	(None, 2)
olten_partially_closed	3	25	(None, 0)
olten_partially_closed	3	26	(None, 3)
olten_partially_closed	3	27	(None, 3)
olten_partially_closed	3	28	(None, 0)
olten_partially_closed	3	29	(None, 2)
olten_partially_closed	3	30	(None, 0)
olten_partially_closed	3	31	(None, 3)
olten_partially_closed	3	32	(None, 0)
olten_partially_closed	3	33	(None, 2)
olten_partially_closed	3	34	(None, 0)
olten_partially_closed	3	35	(None, 1)
olten_partially_closed	3	36	(None, 0)
olten_partially_closed	3	37	(None, 3)
olten_partially_closed	3	38	(None, 3)
olten_partially_closed	3	39	(None, 2)
olten_partially_closed	3	40	(None, 1)
olten_partially_closed	3	41	(None, 0)
olten_partially_closed	3	42	(None, 0)
olten_partially_closed	3	43	(None, 3)
olten_partially_closed	3	44	(None, 3)
olten_partially_closed	3	45	((19, 33), 3)
olten_partially_closed	3	46	(None, 3)
olten_partially_closed	3	47	(None, 3)
olten_partially_closed	3	48	((1, 24), 2)
olten_partially_closed	3	49	(None, 2)
olten_partially_closed	3	50	(None, 2)
olten_partially_closed	3	51	(None, 2)
olten_partially_closed	4	0	((36, 10), 0)
olten_partially_closed	4	1	(None, 2)
olten_partially_closed	4	2	(None, 2)
olten_partially_closed	4	3	(None, 0)
olten_partially_closed	4	4	(None, 0)
olten_partially_closed	4	5	(None, 2)
olten_partially_closed	4	6	(None, 2)
olten_partially_closed	4	7	(None, 2)
olten_partially_closed	4	8	(None, 2)
olten_partially_closed	4	9	(None, 0)
olten_partially_closed	4	10	(None, 3)
olten_partially_closed	4	11	(None, 2)
olten_partially_closed	4	12	(None, 0)
olten_partially_closed	4	13	(None, 0)
olten_partially_closed	4	14	(None, 3)
olten_partially_closed	4	15	(None, 0)
olten_partially_closed	4	16	(None, 1)
olten_partially_closed	4	17	(None, 3)
olten_partially_closed	4	18	(None, 2)
olten_partially_closed	4	19	(None, 0)
olten_partially_closed	4	20	(None, 2)
olten_partially_closed	4	21	(None, 0)
olten_partially_closed	4	22	(None, 0)
olten_partially_closed	4	23	(None, 0)
olten_partially_closed	4	24	(None, 2)
olten_partially_closed	4	25	(None, 0)
olten_partially_closed	4	26	(None, 3)
olten_partially_closed	4	27	(None, 3)
olten_partially_closed	4	28	(None, 0)
olten_partially_closed	4	29	(None, 2)
olten_partially_closed	4	30	(None, 0)
olten_partially_closed	4	31	(None, 3)
olten_partially_closed	4	32	(None, 0)
olten_partially_closed	4	33	(None, 2)
olten_partially_closed	4	34	(None, 0)
olten_partially_closed	4	35	(None, 1)
olten_partially_closed	4	36	(None, 0)
olten_partially_closed	4	37	(None, 3)
olten_partially_closed	4	38	(None, 3)
olten_partially_closed	4	39	(None, 2)
olten_partially_closed	4	40	(None, 1)
olten_partially_closed	4	41	(None, 0)
olten_partially_closed	4	42	(None, 0)
olten_partially_closed	4	43	(None, 3)
olten_partially_closed	4	44	(None, 3)
olten_partially_closed	4	45	((19, 32), 3)
olten_partially_closed	4	46	(None, 3)
olten_partially_closed	4	47	(None, 3)
olten_partially_closed	4	48	((2, 24), 2)
olten_partially_closed	4	49	(None, 2)
olten_partially_closed	4	50	(None, 2)
olten_partially_closed	4	51	(None, 2)
olten_partially_closed	5	0	((36, 10), 0)
olten_partially_closed	5	1	(None, 2)
olten_partially_closed	5	2	(None, 2)
olten_partially_closed	5	3	(None, 0)
olten_partially_closed	5	4	(None, 0)
olten_partially_closed	5	5	(None, 2)
olten_partially_closed	5	6	(None, 2)
olten_partially_closed	5	7	(None, 2)
olten_partially_closed	5	8	(None, 2)
olten_partially_closed	5	9	(None, 0)
olten_partially_closed	5	10	(None, 3)
olten_partially_closed	5	11	(None, 2)
olten_partially_closed	5	12	(None, 0)
olten_partially_closed	5	13	(None, 0)
olten_partially_closed	5	14	(None, 3)
olten_partially_closed	5	15	(None, 0)
olten_partially_closed	5	16	(None, 1)
olten_partially_closed	5	17	(None, 3)
olten_partially_closed	5	18	(None, 2)
olten_partially_closed	5	19	(None, 0)
olten_partially_closed	5	20	(None, 2)
olten_partially_closed	5	21	(None, 0)
olten_partially_closed	5	22	(None, 0)
olten_partially_closed	5	23	(None, 0)
olten_partially_closed	5	24	(None, 2)
olten_partially_closed	5	25	(None, 0)
olten_partially_closed	5	26	(None, 3)
olten_partially_closed	5	27	(None, 3)
olten_partially_closed	5	28	(None, 0)
olten_partially_closed	5	29	(None, 2)
olten_partially_closed	5	30	(None, 0)
olten_partially_closed	5	31	(None, 3)
olten_partially_closed	5	32	(None, 0)
olten_partially_closed	5	33	(None, 2)
olten_partially_closed	5	34	(None, 0)
olten_partially_closed	5	35	(None, 1)
olten_partially_closed	5	36	(None, 0)
olten_partially_closed	5	37	(None, 3)
olten_partially_closed	5	38	(None, 3)
olten_partially_closed	5	39	(None, 2)
olten_partially_closed	5	40	(None, 1)
olten_partially_closed	5	41	(None, 0)
olten_partially_closed	5	42	(None, 0)
olten_partially_closed	5	43	(None, 3)
olten_partially_closed	5	44	(None, 3)
olten_partially_closed	5	45	((19, 31), 3)
olten_partially_closed	5	46	(None, 3)
olten_partially_closed	5	47	(None, 3)
olten_partially_closed	5	48	((3, 24), 2)
olten_partially_closed	5	49	(None, 2)
olten_partially_closed	5	50	(None, 2)
olten_partially_closed	5	51	(None, 2)
olten_partially_closed	6	0	((35, 10), 0)
olten_partially_closed	6	1	(None, 2)
olten_partially_closed	6	2	(None, 2)
olten_partially_closed	6	3	(None, 0)
olten_partially_closed	6	4	(None, 0)
olten_partially_closed	6	5	(None, 2)
olten_partially_closed	6	6	(None, 2)
olten_partially_closed	6	7	(None, 2)
olten_partially_closed	6	8	(None, 2)
olten_partially_closed	6	9	(None, 0)
olten_partially_closed	6	10	(None, 3)
olten_partially_closed	6	11	(None, 2)
olten_partially_closed	6	12	(None, 0)
olten_partially_closed	6	13	(None, 0)
olten_partially_closed	6	14	(None, 3)
olten_partially_closed	6	15	(None, 0)
olten_partially_closed	6	16	(None, 1)
olten_partially_closed	6	17	(None, 3)
olten_partially_closed	6	18	(None, 2)
olten_partially_closed	6	19	(None, 0)
olten_partially_closed	6	20	(None, 2)
olten_partially_closed	6	21	(None, 0)
olten_partially_closed	6	22	(None, 0)
olten_partially_closed	6	23	(None, 0)
olten_partially_closed	6	24	(None, 2)
olten_partially_closed	6	25	(None, 0)
olten_partially_closed	6	26	(None, 3)
olten_partially_closed	6	27	(None, 3)
olten_partially_closed	6	28	(None, 0)
olten_partially_closed	6	29	(None, 2)
olten_partially_closed	6	30	(None, 0)
olten_partially_closed	6	31	(None, 3)
olten_partially_closed	6	32	(None, 0)
olten_partially_closed	6	33	(None, 2)
olten_partially_closed	6	34	(None, 0)
olten_partially_closed	6	35	(None, 1)
olten_partially_closed	6	36	(None, 0)
olten_partially_closed	6	37	(None, 3)
olten_partially_closed	6	38	(None, 3)
olten_partially_closed	6	39	(None, 2)
olten_partially_closed	6	40	(None, 1)
olten_partially_closed	6	41	(None, 0)
olten_partially_closed	6	42	(None, 0)
olten_partially_closed	6	43	(None, 3)
olten_partially_closed	6	44	(None, 3)
olten_partially_closed	6	45	((19, 30), 3)
olten_partially_closed	6	46	(None, 3)
olten_partially_closed	6	47	(None, 3)
olten_partially_closed	6	48	((4, 24), 2)
olten_partially_closed	6	49	(None, 2)
olten_partially_closed	6	50	(None, 2)
olten_partially_closed	6	51	(None, 2)
olten_partially_closed	7	0	((35, 10), 0)
olten_partially_closed	7	1	(None, 2)
