episode_id	env_time	agent_id	action
26633ccf-19e5-4644-8be2-c0ae2275912e	2	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	2	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	3	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	3	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	3	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	3	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	4	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	4	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	4	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	4	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	4	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	4	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	5	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	13	2
26633ccf-19e5-4644-8be2-c0ae2275912e	6	14	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	13	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	14	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	15	2
26633ccf-19e5-4644-8be2-c0ae2275912e	7	16	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	2	1
26633ccf-19e5-4644-8be2-c0ae2275912e	8	4	1
26633ccf-19e5-4644-8be2-c0ae2275912e	8	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	13	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	14	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	15	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	16	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	17	2
26633ccf-19e5-4644-8be2-c0ae2275912e	8	18	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	6	1
26633ccf-19e5-4644-8be2-c0ae2275912e	9	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	12	1
26633ccf-19e5-4644-8be2-c0ae2275912e	9	13	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	14	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	15	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	16	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	17	2
26633ccf-19e5-4644-8be2-c0ae2275912e	9	18	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	0	1
26633ccf-19e5-4644-8be2-c0ae2275912e	10	1	1
26633ccf-19e5-4644-8be2-c0ae2275912e	10	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	7	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	13	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	14	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	15	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	16	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	17	2
26633ccf-19e5-4644-8be2-c0ae2275912e	10	18	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	7	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	11	1
26633ccf-19e5-4644-8be2-c0ae2275912e	11	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	13	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	14	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	15	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	16	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	17	2
26633ccf-19e5-4644-8be2-c0ae2275912e	11	18	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	4	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	6	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	7	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	10	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	11	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	12	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	13	1
26633ccf-19e5-4644-8be2-c0ae2275912e	12	14	1
26633ccf-19e5-4644-8be2-c0ae2275912e	12	15	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	16	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	17	2
26633ccf-19e5-4644-8be2-c0ae2275912e	12	18	2
26633ccf-19e5-4644-8be2-c0ae2275912e	13	0	2
26633ccf-19e5-4644-8be2-c0ae2275912e	13	1	2
26633ccf-19e5-4644-8be2-c0ae2275912e	13	2	2
26633ccf-19e5-4644-8be2-c0ae2275912e	13	4	2
