env_time	agent_id	episode_id	position
1	0	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	1	a61843e8-b550-407b-9348-5029686cc967	(None, 3)
1	2	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	3	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	4	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	5	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	6	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	7	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	8	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	9	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	10	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	11	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	12	a61843e8-b550-407b-9348-5029686cc967	(None, 0)
1	13	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
1	14	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	0	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	1	a61843e8-b550-407b-9348-5029686cc967	(None, 3)
2	2	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	3	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	4	a61843e8-b550-407b-9348-5029686cc967	((9, 23), 1)
2	5	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	6	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	7	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	8	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	9	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	10	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	11	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	12	a61843e8-b550-407b-9348-5029686cc967	(None, 0)
2	13	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
2	14	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	0	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	1	a61843e8-b550-407b-9348-5029686cc967	(None, 3)
3	2	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	3	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	4	a61843e8-b550-407b-9348-5029686cc967	((9, 24), 1)
3	5	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	6	a61843e8-b550-407b-9348-5029686cc967	((9, 23), 1)
3	7	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	8	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	9	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	10	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	11	a61843e8-b550-407b-9348-5029686cc967	(None, 1)
3	12	a61843e8-b550-407b-9348-5029686cc967	(None, 0)
