episode_id	env_time	agent_id	action
9432f8ac-6d70-431d-9694-d9656dec98c3	1	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	2	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	2	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	3	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	3	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	4	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	4	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	4	agent_8	1
9432f8ac-6d70-431d-9694-d9656dec98c3	5	agent_5	1
9432f8ac-6d70-431d-9694-d9656dec98c3	5	agent_7	3
9432f8ac-6d70-431d-9694-d9656dec98c3	5	agent_8	3
9432f8ac-6d70-431d-9694-d9656dec98c3	6	agent_5	3
9432f8ac-6d70-431d-9694-d9656dec98c3	6	agent_7	1
9432f8ac-6d70-431d-9694-d9656dec98c3	6	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	7	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	7	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	7	agent_8	3
9432f8ac-6d70-431d-9694-d9656dec98c3	8	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	8	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	8	agent_8	1
9432f8ac-6d70-431d-9694-d9656dec98c3	9	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	9	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	9	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	9	agent_9	2
9432f8ac-6d70-431d-9694-d9656dec98c3	10	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	10	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	10	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	10	agent_9	2
9432f8ac-6d70-431d-9694-d9656dec98c3	11	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	11	agent_6	2
9432f8ac-6d70-431d-9694-d9656dec98c3	11	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	11	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	11	agent_9	1
9432f8ac-6d70-431d-9694-d9656dec98c3	12	agent_0	2
9432f8ac-6d70-431d-9694-d9656dec98c3	12	agent_5	2
9432f8ac-6d70-431d-9694-d9656dec98c3	12	agent_6	2
9432f8ac-6d70-431d-9694-d9656dec98c3	12	agent_7	2
9432f8ac-6d70-431d-9694-d9656dec98c3	12	agent_8	2
9432f8ac-6d70-431d-9694-d9656dec98c3	12	agent_9	1
9432f8ac-6d70-431d-9694-d9656dec98c3	13	agent_0	2
